plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,violation_status
LGN3262,NY,PAS,9116827120,3/18/2024,09:58A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtWNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
DCR58,NJ,PAS,9116827132,3/18/2024,09:59A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtWNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBT9519,NY,PAS,9116827144,3/18/2024,10:05A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtVd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBX7258,NY,PAS,9116827156,3/18/2024,10:05A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtVeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Z33EXE,FL,PAS,9116827193,3/18/2024,10:12A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtVMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MLB0550,PA,PAS,9116827200,3/18/2024,10:14A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTV3289,NY,PAS,9116827211,3/18/2024,10:14A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtsNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTV3289,NY,PAS,9116827223,3/18/2024,10:15A,FEEDING METER,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtsNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
8UYB675,CA,PAS,9116827028,3/18/2024,09:48A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtGNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LVC4058,PA,PAS,9116826905,3/18/2024,09:16A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW10M1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHN2110,NY,PAS,9116827235,3/18/2024,10:16A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtsNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
5ZSR690,CA,PAS,9116827247,3/18/2024,10:18A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtrd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
06T2DV,NC,PAS,9116827259,3/18/2024,10:20A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtreFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
17058NA,NY,COM,9116827284,3/18/2024,10:25A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
17058NA,NY,COM,9116827296,3/18/2024,10:25A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtrMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
RA04242,MS,PAS,9116827302,3/18/2024,10:26A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWsxM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYM2509,NY,OMS,9116827314,3/18/2024,10:29A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWsxNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGK3425,NY,PAS,9116827340,3/18/2024,10:32A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWswd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MCP9485,PA,PAS,9116827387,3/19/2024,07:16A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWswMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4666,NY,PAS,9116827399,3/19/2024,07:19A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWswMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4666,NY,PAS,9116827405,3/19/2024,07:20A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxGM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MJAEWT,NJ,PAS,9116827417,3/19/2024,07:21A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxGNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XADR38,NJ,PAS,9116827429,3/19/2024,07:23A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxGNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEM2578,NY,PAS,9116827430,3/19/2024,07:24A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxGNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JCY3521,NY,PAS,9116827454,3/19/2024,07:26A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KBW1723,NY,PAS,9116827480,3/20/2024,07:57A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JNC2103,NY,PAS,9116827508,3/20/2024,07:59A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxWM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MCP9485,PA,PAS,9116827521,3/20/2024,08:05A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxWNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4666,NY,PAS,9116827533,3/20/2024,08:06A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxWNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4666,NY,PAS,9116827545,3/20/2024,08:07A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XADR38,NJ,PAS,9116827569,3/20/2024,08:09A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxVeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LHN1484,NY,999,9116827582,3/20/2024,08:11A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxVMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JCY3521,NY,PAS,9116827600,3/20/2024,08:14A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLA6652,NY,PAS,9116827612,3/20/2024,08:19A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxsNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLA6652,NY,PAS,9116827624,3/20/2024,08:19A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLA6652,NY,PAS,9116827636,3/20/2024,08:20A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxsNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HDX8771,NY,PAS,9116827685,3/20/2024,08:41A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWxrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZG1714,NY,PAS,9116827715,3/20/2024,08:44A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1ONFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDV5580,NY,PAS,9116827727,3/20/2024,08:45A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1ONVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
LDV5904,NY,PAS,9116827739,3/20/2024,08:46A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1ONlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
1828649,IL,PAS,9116827788,3/20/2024,08:52A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1NMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBR9327,NY,PAS,9116827820,3/20/2024,08:57A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1kNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDK8929,NY,PAS,9116827831,3/20/2024,08:58A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1kNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JED7084,NY,PAS,9116827843,3/20/2024,08:59A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1jd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYF1064,NY,PAS,9116827879,3/20/2024,09:01A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1jelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XPEM24,NJ,PAS,9116827910,3/20/2024,09:07A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW10NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
J80SHC,NJ,PAS,9116827922,3/20/2024,09:07A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW10NVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HUA2849,NY,PAS,9116827958,3/20/2024,09:36A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1zeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDR2347,NY,PAS,9116827960,3/20/2024,09:38A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1zeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDR2347,NY,PAS,9116827971,3/20/2024,09:38A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1zelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
10726NE,NY,COM,9116827983,3/20/2024,09:39A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1zMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GMD7184,NY,PAS,9116828010,3/20/2024,09:43A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBW6824,NY,PAS,9116828045,3/20/2024,09:47A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVFd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LWT5316,NY,999,9116828069,3/20/2024,09:50A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVFeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
CRP839,CO,PAS,9116828082,3/20/2024,09:52A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVFMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KGR5455,NY,PAS,9116828094,3/20/2024,09:53A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVFMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
F26NRX,NJ,PAS,9116828100,3/20/2024,09:53A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KXF9645,NY,PAS,9116827995,3/20/2024,09:41A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZW1zMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKV4311,NY,PAS,9116828112,3/20/2024,09:54A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVWNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDU8490,NY,PAS,9116828148,3/20/2024,09:59A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVVd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JPW7220,NY,PAS,9116828150,3/20/2024,10:00A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
DBV8845,NY,PAS,9116828173,3/20/2024,10:13A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVVelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDN5185,NY,PAS,9116828185,3/20/2024,10:15A,SIDEWALK,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVVMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
ENL2235,NY,PAS,9116828197,3/20/2024,10:16A,SIDEWALK,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVVMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T109243C,NY,OMT,9116828227,3/20/2024,10:18A,SIDEWALK,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVsNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HJL4586,NY,PAS,9116828252,3/20/2024,10:33A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVreFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HJL4586,NY,PAS,9116828264,3/20/2024,10:35A,FEEDING METER,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVreVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
PC411808,DE,PAS,9116828288,3/20/2024,10:55A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVrMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVZ0445,PA,PAS,9116828290,3/26/2024,07:07A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkVrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XADR38,NJ,PAS,9116828306,3/26/2024,07:08A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUxM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEM2578,NY,PAS,9116828318,3/26/2024,07:10A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUxNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGY8089,NY,PAS,9116828320,3/26/2024,07:11A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUxNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KEW3089,NY,PAS,9116828331,3/26/2024,07:11A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUxNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LCJ1493,NY,PAS,9116828355,3/26/2024,07:13A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUweFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4666,NY,PAS,9116828367,3/26/2024,07:14A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUweVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
CCG2864,NY,PAS,9116828380,3/26/2024,07:16A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUwMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
ZPD4610,PA,PAS,9116828392,3/26/2024,07:18A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkUwMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEV8320,NY,PAS,9116828409,3/26/2024,07:20A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkZGM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JMP9920,NY,PAS,9116828422,3/26/2024,07:21A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkZGNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAZ2964,NY,PAS,9116828434,3/26/2024,07:24A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkZGNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JRB4880,NY,PAS,9116828446,3/26/2024,07:26A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xQUkZFd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
